Player,Season,Position,Team,Out,Probable,Questionable
Geno Atkins,2014,DT,Bengals,0,0,1,0
Geno Hayes,2014,LB,Jaguars,0,0,0,0
Geno Smith,2014,QB,Jets,0,0,2,1
Geoff Schwartz,2014,G,Giants,0,0,2,0
George Iloka,2014,S,Bengals,0,0,4,0
George Johnson,2014,DE,Lions,0,0,4,1
George Selvie,2014,DE,Cowboys,0,0,6,0
George Wilson,2014,S,Titans,0,0,2,0
Gerald Hodges,2014,LB,Vikings,1,1,1,0
Gerald McCoy,2014,DT,Buccaneers,0,0,2,3
Giovani Bernard,2014,RB,Bengals,1,2,2,0
Glenn Carson,2014,LB,Cardinals,0,2,0,1
Glenn Dorsey,2014,DT,Niners,0,4,0,0
Glenn Winston,2014,RB,Browns,0,0,1,0
Glover Quin,2014,S,Lions,0,0,1,0
Golden Tate,2014,WR,Lions,0,0,2,0
Gosder Cherilus,2014,T,Colts,0,3,3,1
Greg Hardy,2014,DE,Panthers,0,0,1,0
Greg Jennings,2014,WR,Vikings,0,0,3,1
Greg Little,2014,WR,Bengals,0,0,1,0
Greg Olsen,2014,TE,Panthers,0,0,4,2
Greg Salas,2014,WR,Jets,0,1,3,1
Greg Toler,2014,CB,Colts,0,1,5,1
Greg Warren,2014,LS,Steelers,0,0,1,0
Greg Zuerlein,2014,K,Rams,0,0,1,0
Hakeem Nicks,2014,WR,Colts,0,0,0,1
Haloti Ngata,2014,DT,Ravens,0,0,2,0
Harrison Smith,2014,S,Vikings,0,0,5,1
Harry Douglas,2014,WR,Falcons,0,3,6,4
Heath Miller,2014,TE,Steelers,0,0,12,0
Henoc Muamba,2014,LB,Colts,0,0,2,0
Henry Melton,2014,DT,Cowboys,0,0,1,2
Hugh Thornton,2014,G,Colts,1,6,3,0
Husain Abdullah,2014,S,Chiefs,0,0,3,0
IK Enemkpali,2014,DE,Jets,0,1,0,0
IK Enemkpali,2014,LB,Jets,0,0,1,0
Ian Williams,2014,DT,Niners,0,1,3,1
Ike Taylor,2014,CB,Steelers,2,8,4,1
Isaiah Burse,2014,WR,Broncos,0,0,1,0
Isaiah Crowell,2014,RB,Browns,0,0,1,1
Isaiah Frey,2014,CB,Buccaneers,0,0,0,2
Ishmaa'ily Kitchen,2014,DT,Browns,0,1,0,0
J.J. Watt,2014,DE,Texans,0,0,4,0
J.R. Sweezy,2014,G,Seahawks,0,0,3,0
J.T. Thomas,2014,LB,Jaguars,0,0,1,0
JC Tretter,2014,C,Packers,0,1,0,0
Ja'Wuan James,2014,T,Dolphins,0,0,1,1
Jabaal Sheard,2014,LB,Browns,0,0,0,6
Jabari Price,2014,CB,Vikings,1,0,5,1
Jace Amaro,2014,TE,Jets,0,2,2,0
Jack Crawford,2014,DE,Cowboys,1,2,2,1
Jack Doyle,2014,TE,Colts,0,0,0,1
Jack Mewhort,2014,G,Colts,0,2,1,0
Jackie Battle,2014,RB,Titans,0,0,2,0
Jackson Jeffcoat,2014,LB,Redskins,0,0,1,0
Jacob Tamme,2014,TE,Broncos,0,0,2,2
Jacoby Jones,2014,WR,Ravens,0,0,1,0
Jacquian Williams,2014,LB,Giants,0,5,0,0
Jadeveon Clowney,2014,LB,Texans,0,7,2,3
Jah Reid,2014,T,Ravens,0,2,1,1
Jahleel Addae,2014,S,Chargers,1,1,1,4
Jaiquawn Jarrett,2014,S,Jets,0,0,2,2
Jairus Byrd,2014,S,Saints,0,1,0,0
Jakar Hamilton,2014,S,Cowboys,0,0,1,0
Jake Locker,2014,QB,Titans,0,0,2,3
Jake Long,2014,T,Rams,0,0,1,0
Jake Matthews,2014,T,Falcons,0,1,2,0
Jake McQuaide,2014,LS,Rams,0,0,0,1
Jalil Brown,2014,CB,Colts,0,0,0,1
Jamaal Charles,2014,RB,Chiefs,0,0,7,2
Jamar Taylor,2014,CB,Dolphins,0,2,1,2
Jamarca Sanford,2014,S,Saints,0,0,1,1
Jamari Lattimore,2014,LB,Packers,0,2,0,1
Jameel McClain,2014,LB,Giants,0,0,5,0
Jamell Fleming,2014,CB,Chiefs,0,3,2,1
James Anderson,2014,LB,Titans,0,0,1,0
James Brewer,2014,T,Giants,0,4,0,2
James Carpenter,2014,G,Seahawks,2,0,2,1
James Casey,2014,TE,Eagles,0,0,2,0
James Hanna,2014,TE,Cowboys,0,0,2,0
James Harrison,2014,LB,Steelers,1,0,3,1
James Ihedigbo,2014,S,Lions,3,0,4,0
James Laurinaitis,2014,LB,Rams,0,0,5,0
James Starks,2014,RB,Packers,0,0,1,0
James Wright,2014,WR,Bengals,4,1,1,1
James-Michael Johnson,2014,LB,Chiefs,0,0,2,0
Jamie Collins,2014,LB,Patriots,0,0,2,6
Jamize Olawale,2014,RB,Raiders,0,0,3,0
Janoris Jenkins,2014,CB,Rams,0,0,1,3
Jared Allen,2014,DE,Bears,0,0,2,2
Jared Cook,2014,TE,Rams,0,0,1,1
Jared Crick,2014,DE,Texans,0,0,1,0
Jared Odrick,2014,DT,Dolphins,0,0,3,0
Jared Veldheer,2014,T,Cardinals,0,0,2,1
Jarius Wright,2014,WR,Vikings,0,0,1,2
Jarius Wynn,2014,DE,Bills,0,4,1,1
Jaron Brown,2014,WR,Cardinals,0,0,1,1
Jarret Johnson,2014,LB,Chargers,0,0,1,1
Jarrett Boykin,2014,WR,Packers,0,2,0,2
Jarrett Bush,2014,CB,Packers,0,0,0,2
Jarvis Jenkins,2014,DE,Redskins,0,0,1,0
Jarvis Landry,2014,WR,Dolphins,0,0,1,0
Jason Avant,2014,WR,Panthers,0,0,0,1
Jason Hatcher,2014,DE,Redskins,1,1,2,4
Jason Jones,2014,DE,Lions,0,0,1,0
Jason Kelce,2014,C,Eagles,0,3,3,1
Jason McCourty,2014,CB,Titans,0,0,0,1
Jason Peters,2014,T,Eagles,0,0,1,0
Jason Pierre-Paul,2014,DE,Giants,0,0,2,0
Jason Verrett,2014,CB,Chargers,0,2,2,3
Jason Williams,2014,CB,Buccaneers,0,0,0,0
Jason Williams,2014,LB,Panthers,0,0,1,2
Jason Worilds,2014,LB,Steelers,0,0,1,0
Jay Elliott,2014,LB,Packers,0,1,0,1
Jay Prosch,2014,RB,Texans,0,0,3,0
Jay Ratliff,2014,DT,Bears,1,3,2,4
Jaye Howard,2014,DE,Chiefs,0,0,1,0
Jaylen Watkins,2014,CB,Eagles,0,0,5,1
Jayson DiManche,2014,LB,Bengals,0,1,1,0
Jeff Allen,2014,G,Chiefs,0,1,0,0
Jeff Cumberland,2014,TE,Jets,0,0,4,0
Jeff Heath,2014,S,Cowboys,1,1,5,0
Jeff Maehl,2014,WR,Eagles,0,0,4,0
Jeff Tarpinian,2014,LB,Texans,0,2,9,0
Jelani Jenkins,2014,LB,Dolphins,1,0,3,3
Jeremiah Attaochu,2014,LB,Chargers,3,1,2,2
Jeremiah George,2014,LB,Jaguars,0,2,1,1
Jeremy Harris,2014,CB,Jaguars,0,0,1,0
Jeremy Kerley,2014,WR,Jets,0,0,3,0
Jeremy Lane,2014,CB,Seahawks,0,0,2,3
Jeremy Maclin,2014,WR,Eagles,0,0,1,0
Jeremy Mincey,2014,DE,Cowboys,0,0,1,1
Jeremy Ross,2014,WR,Lions,0,0,1,0
Jeremy Zuttah,2014,C,Ravens,0,0,3,0
Jerick McKinnon,2014,RB,Vikings,1,1,4,0
Jermaine Gresham,2014,TE,Bengals,0,0,3,2
Jermaine Kearse,2014,WR,Seahawks,0,1,2,0
Jermey Parnell,2014,T,Cowboys,0,0,4,1
Jermon Bushrod,2014,T,Bears,0,2,1,0
Jerod Mayo,2014,LB,Patriots,0,1,0,0
Jerome Couplin,2014,S,Lions,0,0,1,0
Jerome Felton,2014,RB,Vikings,0,0,2,0
Jeron Johnson,2014,S,Seahawks,0,2,1,1
Jerrell Freeman,2014,LB,Colts,0,3,3,2
Jerrell Powe,2014,DT,Texans,0,0,1,0
Jerricho Cotchery,2014,WR,Panthers,0,0,2,1
Jerry Franklin,2014,LB,Chiefs,0,1,0,0
Jim Leonhard,2014,CB,Browns,0,0,0,1
Jim Leonhard,2014,S,Browns,0,0,2,0
Jimmie Ward,2014,S,Niners,0,1,1,1
Jimmy Clausen,2014,QB,Bears,0,1,0,0
Jimmy Graham,2014,TE,Saints,0,0,1,3
Jimmy Smith,2014,CB,Ravens,0,2,1,0
Jimmy Wilson,2014,S,Dolphins,2,0,6,1
Jo-Lonn Dunbar,2014,LB,Rams,0,0,3,3
Joe Flacco,2014,QB,Ravens,0,0,1,0
Joe Haden,2014,CB,Browns,0,0,1,3
Joe Mays,2014,LB,Chiefs,0,0,4,0
Joe McKnight,2014,RB,Chiefs,0,1,0,0
Joe Reitz,2014,G,Colts,0,3,2,2
Joe Reitz,2014,T,Colts,0,1,0,0
Joe Staley,2014,T,Niners,0,0,2,0
Joe Thomas,2014,T,Browns,0,0,0,0
John Abraham,2014,LB,Cardinals,0,0,0,0
John Brown,2014,WR,Cardinals,0,0,3,0
John Carlson,2014,TE,Cardinals,0,0,0,2
John Conner,2014,RB,Jets,0,0,1,0
John Denney,2014,LS,Dolphins,0,0,3,1
John Greco,2014,G,Browns,0,0,1,0
John Hughes,2014,DE,Browns,0,1,1,0
John Hughes,2014,DT,Browns,0,0,0,1
John Jenkins,2014,DT,Saints,0,0,0,1
John Simon,2014,LB,Texans,0,0,2,1
John Sullivan,2014,C,Vikings,0,0,1,0
Johnathan Cyprien,2014,S,Jaguars,0,1,1,0
Johnathan Joseph,2014,CB,Texans,0,0,16,0
Johnnie Troutman,2014,G,Chargers,0,0,1,0
Johnny Manziel,2014,QB,Browns,0,1,0,0
Johnson Bademosi,2014,S,Browns,0,2,0,1
Johnthan Banks,2014,CB,Buccaneers,0,0,2,1
Joique Bell,2014,RB,Lions,0,1,5,0
Jon Asamoah,2014,G,Falcons,0,0,2,2
Jon Beason,2014,LB,Giants,1,1,3,2
Jon Bostic,2014,LB,Bears,1,0,1,2
Jonas Gray,2014,RB,Patriots,0,1,1,0
Jonathan Babineaux,2014,DE,Falcons,0,0,3,1
Jonathan Casillas,2014,LB,Buccaneers,0,1,0,1
Jonathan Cooper,2014,G,Cardinals,0,1,1,2
Jonathan Dowling,2014,S,Raiders,0,4,0,0
Jonathan Dwyer,2014,RB,Cardinals,0,0,0,0
Jonathan Freeny,2014,LB,Dolphins,1,3,4,0
Jonathan Goodwin,2014,C,Saints,0,1,4,3
Jonathan Grimes,2014,RB,Texans,0,0,2,0
Jonathan Martin,2014,T,Niners,0,0,1,0
Jonathan Massaquoi,2014,DE,Falcons,0,0,1,1
Jonathan Meeks,2014,S,Bills,2,1,0,0
Jonathan Scott,2014,T,Falcons,0,3,1,0
Jonathan Stewart,2014,RB,Panthers,1,0,3,2
Jonotthan Harrison,2014,C,Colts,0,0,3,0
Jordan Cameron,2014,TE,Browns,0,4,2,4
Jordan Hill,2014,DT,Seahawks,0,3,1,0
Jordan Matthews,2014,WR,Eagles,0,0,5,0
Jordan Mills,2014,T,Bears,1,0,3,2
Jordan Reed,2014,TE,Redskins,0,4,1,4
Jordan Todman,2014,RB,Jaguars,0,0,1,0
Jordan Tripp,2014,LB,Dolphins,1,2,4,0
Jorvorskie Lane,2014,RB,Buccaneers,0,0,1,0
Joseph Fauria,2014,TE,Lions,0,5,1,1
Joseph Morgan,2014,WR,Saints,0,0,1,0
Joseph Randle,2014,RB,Cowboys,0,0,0,1
Josh Boyd,2014,DE,Packers,0,0,3,0
Josh Boyd,2014,DT,Packers,1,0,2,0
Josh Brent,2014,DT,Cowboys,1,1,5,0
Josh Bush,2014,S,Jets,2,1,1,1
Josh Bynes,2014,LB,Lions,0,0,1,0
Josh Chapman,2014,DT,Colts,0,0,0,1
Josh Cribbs,2014,WR,Colts,0,0,2,1
Josh Evans,2014,S,Jaguars,0,0,5,1
Josh Gordon,2014,WR,Browns,0,0,0,0
Josh Gordy,2014,CB,Colts,0,0,1,0
Josh Huff,2014,WR,Eagles,1,2,3,1
Josh Martin,2014,LB,Chiefs,0,1,5,1
Josh Mauga,2014,LB,Chiefs,0,0,3,0
Josh McCown,2014,QB,Buccaneers,2,0,1,2
Josh McNary,2014,LB,Colts,0,1,1,0
Josh Morgan,2014,WR,Bears,1,0,2,1
Josh Norman,2014,CB,Panthers,0,1,1,0
Josh Robinson,2014,CB,Vikings,0,0,2,2
Josh Scobee,2014,K,Jaguars,0,0,1,0
Josh Sitton,2014,G,Packers,0,0,9,1
Josh Thomas,2014,CB,Jets,0,0,1,0
Josh Wells,2014,T,Jaguars,0,0,0,1
Josh Wilson,2014,CB,Falcons,0,0,1,2
Julian Edelman,2014,WR,Patriots,0,0,4,4
Julio Jones,2014,WR,Falcons,0,0,6,3
Julius Thomas,2014,TE,Broncos,0,0,4,3
Jumal Rolle,2014,CB,Texans,0,0,1,0
Junior Galette,2014,LB,Saints,0,0,0,1
Junior Hemingway,2014,WR,Chiefs,0,2,5,1
Jurrell Casey,2014,DT,Titans,0,0,1,0
Justin Bethel,2014,CB,Cardinals,0,0,1,0
Justin Blalock,2014,G,Falcons,0,1,5,1
Justin Britt,2014,T,Seahawks,0,0,1,1
Justin Durant,2014,LB,Cowboys,0,2,1,0
Justin Forsett,2014,RB,Ravens,0,0,1,1
Justin Gilbert,2014,CB,Browns,0,0,0,0
Justin Houston,2014,LB,Chiefs,0,0,1,0
Justin Hunter,2014,WR,Titans,0,0,1,1
Justin Pugh,2014,T,Giants,0,1,1,1
Justin Smith,2014,DE,Niners,0,0,13,0
Justin Smith,2014,DT,Niners,0,0,1,0
Justin Tuck,2014,DE,Raiders,0,0,3,3
Justin Tuggle,2014,LB,Texans,0,0,3,0
Juwan Thompson,2014,RB,Broncos,0,0,12,1
K'Waun Williams,2014,CB,Browns,0,3,2,1
Kadeem Edwards,2014,G,Buccaneers,0,1,0,0
Kai Forbath,2014,K,Redskins,0,0,1,2
Kaluka Maiava,2014,LB,Raiders,0,0,0,1
Kam Chancellor,2014,S,Seahawks,1,0,4,2
Kamar Aiken,2014,WR,Ravens,0,0,1,0
Kamerion Wimbley,2014,LB,Titans,0,2,0,3
Kareem Jackson,2014,CB,Texans,0,3,5,0
Karlos Dansby,2014,LB,Browns,1,1,0,3
Kavell Conner,2014,LB,Chargers,0,0,1,0
Kawann Short,2014,DT,Panthers,0,0,2,1
Kayvon Webster,2014,CB,Broncos,0,2,5,2
Kedric Golston,2014,DE,Redskins,2,1,2,3
Keenan Allen,2014,WR,Chargers,1,1,4,1
Keenan Lewis,2014,CB,Saints,0,0,5,2
Keenan Robinson,2014,LB,Redskins,1,1,3,2
Keith McGill,2014,CB,Raiders,0,4,1,0
Keith Rivers,2014,LB,Bills,1,1,1,0
Keith Tandy,2014,S,Buccaneers,0,0,0,1
Kelechi Osemele,2014,G,Ravens,1,0,2,1
Kelvin Beachum,2014,T,Steelers,0,0,1,0
Kelvin Benjamin,2014,WR,Panthers,0,0,1,1
Kelvin Sheppard,2014,LB,Dolphins,0,0,1,2
Kemal Ishmael,2014,S,Falcons,0,0,2,0
Ken Bishop,2014,DT,Cowboys,0,0,1,0
Kenbrell Thompkins,2014,WR,Raiders,0,0,2,0
Kendall Wright,2014,WR,Titans,0,0,0,3
Kendrick Lewis,2014,S,Texans,0,0,1,0
Kenny Britt,2014,WR,Rams,0,0,5,0
Kenny Demens,2014,LB,Cardinals,0,1,3,0
Kenny Stills,2014,WR,Saints,0,0,2,1
Kerwynn Williams,2014,RB,Cardinals,0,0,1,0
Kevin Brock,2014,TE,Bengals,0,0,1,0
Kevin Dorsey,2014,WR,Packers,0,1,0,0
Kevin Minter,2014,LB,Cardinals,0,0,2,0
Kevin Norwood,2014,WR,Seahawks,0,0,1,0
Kevin Pamphile,2014,T,Buccaneers,0,0,0,1
Kevin Pierre-Louis,2014,LB,Seahawks,0,4,1,0
Kevin Vickerson,2014,DT,Chiefs,0,0,0,1
Kevin Williams,2014,DT,Seahawks,0,0,1,0
Kevin Zeitler,2014,G,Bengals,4,0,3,0
Khairi Fortt,2014,LB,Jaguars,0,3,0,0
Khaled Holmes,2014,C,Colts,0,0,1,2
Khalif Barnes,2014,G,Raiders,0,1,1,2
Khalil Mack,2014,LB,Raiders,0,0,0,1
Khiry Robinson,2014,RB,Saints,0,5,1,1
Knowshon Moreno,2014,RB,Dolphins,0,2,2,0
Koa Misi,2014,LB,Dolphins,3,1,7,3
Kony Ealy,2014,DE,Panthers,0,0,1,0
Kory Lichtensteiger,2014,C,Redskins,0,0,2,2
Kraig Urbik,2014,G,Bills,0,0,1,0
Kyle Arrington,2014,CB,Patriots,0,0,0,3
Kyle Fuller,2014,CB,Bears,0,0,3,1
Kyle Juszczyk,2014,RB,Ravens,0,0,1,0
Kyle Knox,2014,LB,Saints,0,4,2,1
Kyle Long,2014,G,Bears,0,0,2,1
Kyle Nelson,2014,LS,Niners,0,0,1,0
Kyle Orton,2014,QB,Bills,0,0,1,0
Kyle Rudolph,2014,TE,Vikings,1,6,5,1
Kyle Williams,2014,DT,Bills,1,0,1,1
LaAdrian Waddle,2014,T,Lions,1,2,5,1
LaMarr Woodley,2014,DE,Raiders,0,1,1,0
LaRon Landry,2014,S,Colts,0,0,2,0
LaRoy Reynolds,2014,LB,Jaguars,0,0,0,2
Ladarius Green,2014,TE,Chargers,0,0,1,3
Lamar Miller,2014,RB,Dolphins,0,0,4,2
Lamarcus Joyner,2014,CB,Rams,1,1,0,1
Lamarcus Joyner,2014,S,Rams,0,0,1,1
Lamin Barrow,2014,LB,Broncos,0,0,2,0
Lance Briggs,2014,LB,Bears,1,3,2,0
Lance Louis,2014,G,Colts,0,0,1,0
Lance Moore,2014,WR,Steelers,0,2,1,0
Landry Jones,2014,QB,Steelers,0,0,1,0
Lane Taylor,2014,G,Packers,0,0,1,0
Lardarius Webb,2014,CB,Ravens,0,0,2,2
Larry Asante,2014,S,Raiders,0,1,1,0
Larry English,2014,DE,Buccaneers,0,2,0,1
Larry Fitzgerald,2014,WR,Cardinals,0,0,4,3
Larry Foote,2014,LB,Cardinals,1,0,6,1
Larry Warford,2014,G,Lions,0,4,1,0
Latavius Murray,2014,RB,Raiders,0,1,1,0
Lavar Edwards,2014,DE,Cowboys,0,1,0,1
Lavonte David,2014,LB,Buccaneers,0,0,1,4
Lawrence Guy,2014,DE,Chargers,0,0,0,1
Le'Veon Bell,2014,RB,Steelers,0,1,1,0
LeGarrette Blount,2014,RB,Patriots,0,0,0,2
LeSean McCoy,2014,RB,Eagles,0,0,0,0
Lee Smith,2014,TE,Bills,2,0,1,0
Leger Douzable,2014,DE,Jets,0,0,1,0
Lemuel Jeanpierre,2014,C,Seahawks,0,1,0,0
Leon Hall,2014,CB,Bengals,0,1,2,0
Leon Washington,2014,RB,Titans,0,0,1,1
Lerentee McCray,2014,LB,Broncos,0,1,2,1
Linval Joseph,2014,DT,Vikings,0,0,3,0
Logan Mankins,2014,G,Buccaneers,0,0,1,1
Logan Paulsen,2014,TE,Redskins,0,0,0,1
Lorenzo Alexander,2014,LB,Cardinals,0,0,8,0
Lorenzo Taliaferro,2014,RB,Ravens,0,0,0,1
Loucheiz Purifoy,2014,CB,Colts,0,0,0,0
Louis Delmas,2014,S,Dolphins,0,0,1,0
Louis Murphy,2014,WR,Buccaneers,0,1,0,0
Louis Nix,2014,DT,Texans,0,0,3,0
Louis Vasquez,2014,G,Broncos,0,0,3,0
Lowell Rose,2014,CB,Dolphins,0,0,0,0
Luke Bowanko,2014,C,Jaguars,0,0,3,0
Luke Joeckel,2014,T,Jaguars,0,0,1,0
Luke Stocker,2014,TE,Buccaneers,0,0,1,3
Luke Willson,2014,TE,Seahawks,0,0,1,2
Luther Robinson,2014,DE,Packers,0,1,0,0
Lyle Sendlein,2014,C,Cardinals,0,0,2,0
Major Wright,2014,S,Buccaneers,0,1,1,2
Malcolm Jenkins,2014,S,Eagles,0,0,1,0
Malcolm Smith,2014,LB,Seahawks,1,1,1,0
Malcom Floyd,2014,WR,Chargers,0,0,0,1
Malik Jackson,2014,DE,Broncos,0,0,2,0
Manny Lawson,2014,DE,Bills,0,0,1,0
Manny Ramirez,2014,C,Broncos,0,0,2,0
Manti Te'o,2014,LB,Chargers,0,6,1,1
Marcedes Lewis,2014,TE,Jaguars,0,0,1,0
Marcel Reece,2014,RB,Raiders,0,0,1,3
Marcell Dareus,2014,DT,Bills,1,0,1,0
Marcus Ball,2014,S,Saints,0,4,1,0
Marcus Benard,2014,LB,Cardinals,0,0,2,0
Marcus Burley,2014,CB,Seahawks,1,1,1,1
Marcus Cannon,2014,T,Patriots,0,0,2,1
Marcus Cooper,2014,CB,Chiefs,0,0,1,2
Marcus Easley,2014,WR,Bills,0,4,1,2
Marcus Gilbert,2014,T,Steelers,1,1,4,1
Marcus Gilchrist,2014,S,Chargers,0,0,1,0
Marcus Martin,2014,C,Niners,1,4,2,2
Marcus Roberson,2014,CB,Rams,1,2,2,1
Marcus Thigpen,2014,WR,Bills,0,0,1,0
Margus Hunt,2014,DE,Bengals,2,2,2,1
Mario Addison,2014,DE,Panthers,0,0,1,0
Mario Harvey,2014,LB,Colts,0,1,0,0
Mario Williams,2014,DE,Bills,0,0,1,0
Mark Barron,2014,S,Buccaneers,0,0,0,1
Mark Herzlich,2014,LB,Giants,0,0,1,1
Mark Ingram,2014,RB,Saints,0,3,4,1
Markus Kuhn,2014,DT,Giants,0,2,1,0
Markus Wheaton,2014,WR,Steelers,0,0,3,0
Marlon Brown,2014,WR,Ravens,1,0,2,0
Marlon Moore,2014,WR,Browns,0,2,3,1
Marqise Lee,2014,WR,Jaguars,0,3,4,0
Marquess Wilson,2014,WR,Bears,0,0,1,0
Marqueston Huff,2014,CB,Titans,1,0,1,1
Marquise Goodwin,2014,WR,Bills,2,1,3,1
Marshal Yanda,2014,G,Ravens,0,0,3,1
Marshall Newhouse,2014,T,Bengals,0,0,3,0
Marshawn Lynch,2014,RB,Seahawks,0,0,16,1
Martavis Bryant,2014,WR,Steelers,1,0,4,0
Martellus Bennett,2014,TE,Bears,0,0,3,1
Marvin Austin,2014,DT,Broncos,0,0,1,0
Marvin Jones,2014,WR,Bengals,1,3,0,1
Mason Foster,2014,LB,Buccaneers,1,2,1,4
Mathias Kiwanuka,2014,DE,Giants,0,0,2,2
Matt Asiata,2014,RB,Vikings,0,1,4,0
Matt Bryant,2014,K,Falcons,0,0,1,0
Matt Elam,2014,S,Ravens,0,0,1,0
Matt Forte,2014,RB,Bears,0,0,0,0
Matt Kalil,2014,T,Vikings,0,0,1,1
Matt McCants,2014,T,Raiders,0,0,1,2
Matt Schaub,2014,QB,Raiders,0,1,1,0
Matt Shaughnessy,2014,LB,Cardinals,0,0,2,0
Matt Slauson,2014,G,Bears,0,4,0,1
Matt Spaeth,2014,TE,Steelers,0,0,3,1
Matt Tobin,2014,T,Eagles,0,2,4,1
Matthew Slater,2014,WR,Patriots,0,0,1,4
Maurice Alexander,2014,S,Rams,0,0,1,0
Maurice Jones-Drew,2014,RB,Raiders,0,0,1,2
Maurkice Pouncey,2014,C,Steelers,0,0,3,0
Max Bullough,2014,LB,Texans,0,0,1,1
Max Unger,2014,C,Seahawks,3,5,3,2
Melvin Ingram,2014,LB,Chargers,0,1,0,1
Melvin White,2014,CB,Panthers,0,0,2,1
Menelik Watson,2014,T,Raiders,0,3,2,1
Micah Hyde,2014,S,Packers,0,0,1,0
Michael Bennett,2014,DE,Seahawks,0,0,9,0
Michael Buchanan,2014,DE,Patriots,0,1,1,2
Michael Campanaro,2014,WR,Ravens,0,3,0,2
Michael Crabtree,2014,WR,Niners,0,0,4,2
Michael Floyd,2014,WR,Cardinals,0,0,2,0
Michael Griffin,2014,S,Titans,0,0,0,2
Michael Harris,2014,T,Vikings,0,0,4,2
Michael Johnson,2014,DE,Buccaneers,0,1,0,6
Michael Mauti,2014,LB,Vikings,0,1,6,0
Michael Oher,2014,T,Titans,1,0,0,2
Michael Ola,2014,G,Bears,0,0,0,1
Michael Palmer,2014,TE,Steelers,0,0,1,1
Michael Roos,2014,T,Titans,0,1,0,0
Michael Schofield,2014,T,Broncos,0,0,1,0
Michael Wilhoite,2014,LB,Niners,0,0,0,1
Mickey Shuler,2014,TE,Jaguars,0,2,1,0
Mike Adams,2014,S,Colts,0,0,2,1
Mike Adams,2014,T,Steelers,0,0,1,0
Mike Brown,2014,WR,Jaguars,0,0,0,0
Mike Daniels,2014,DT,Packers,0,0,1,0
Mike DeVito,2014,DE,Chiefs,0,0,1,0
Mike Evans,2014,WR,Buccaneers,0,1,0,1
Mike Iupati,2014,G,Niners,0,1,1,0
Mike James,2014,RB,Buccaneers,0,0,1,0
Mike Jenkins,2014,CB,Buccaneers,0,0,1,0
Mike Martin,2014,DT,Titans,0,0,0,2
Mike McGlynn,2014,G,Chiefs,0,0,4,0
Mike Mitchell,2014,S,Steelers,0,0,7,0
Mike Mohamed,2014,LB,Texans,0,2,5,1
Mike Morgan,2014,LB,Seahawks,0,0,1,0
Mike Neal,2014,LB,Packers,0,0,3,0
Mike Nugent,2014,K,Bengals,0,0,2,0
Mike Pollak,2014,G,Bengals,0,0,14,0
Mike Pouncey,2014,C,Dolphins,2,2,2,0
Mike Pouncey,2014,G,Dolphins,0,0,2,0
Mike Scifres,2014,P,Chargers,0,3,0,0
Mike Tolbert,2014,RB,Panthers,0,0,2,0
Mike Vick,2014,QB,Jets,0,0,2,0
Mike Wallace,2014,WR,Dolphins,0,0,7,0
Mike Williams,2014,WR,Bills,0,2,0,0
Miles Burris,2014,LB,Raiders,0,0,1,1
Mitch Unrein,2014,DT,Broncos,0,0,1,1
Mohamed Sanu,2014,WR,Bengals,0,0,0,0
Mohammed Seisay,2014,CB,Lions,0,0,1,1
Montee Ball,2014,RB,Broncos,0,8,1,1
Montell Owens,2014,RB,Lions,1,0,0,1
Morgan Burnett,2014,S,Packers,0,0,1,1
Morgan Moses,2014,T,Redskins,0,0,0,0
Muhammad Wilkerson,2014,DE,Jets,1,2,2,2
Mychal Kendricks,2014,LB,Eagles,0,4,5,1
NaVorro Bowman,2014,LB,Niners,0,1,0,0
Nat Berhe,2014,S,Giants,0,0,1,0
Nate Allen,2014,S,Eagles,0,0,2,1
Nate Chandler,2014,T,Panthers,0,0,4,0
Nate Ebner,2014,S,Patriots,0,3,0,4
Nate Garner,2014,T,Dolphins,2,2,1,0
Nate Irving,2014,LB,Broncos,0,1,2,0
Nate Stupar,2014,LB,Falcons,0,0,1,0
Nate Washington,2014,WR,Titans,0,0,0,1
Ndamukong Suh,2014,DT,Lions,0,0,1,0
Neiko Thorpe,2014,CB,Raiders,0,1,1,1
Nick Bellore,2014,LB,Jets,0,0,2,0
Nick Fairley,2014,DT,Lions,1,8,2,1
Nick Foles,2014,QB,Eagles,0,8,0,0
Nick Folk,2014,K,Jets,0,0,4,0
Nick Hardwick,2014,C,Chargers,0,0,0,0
Nick Hayden,2014,DT,Cowboys,0,0,5,1
Nick Mangold,2014,C,Jets,0,0,11,1
Nick McDonald,2014,C,Browns,0,0,2,0
Nick Moody,2014,LB,Niners,0,0,0,1
Nick Perry,2014,LB,Packers,0,0,4,2
Nick Roach,2014,LB,Raiders,0,0,0,4
Nico Johnson,2014,LB,Bengals,0,0,0,1
Nigel Bradham,2014,LB,Bills,1,0,0,1
Niles Paul,2014,TE,Redskins,0,0,0,1
Nolan Carroll,2014,CB,Eagles,0,0,4,0
O'Brien Schofield,2014,DE,Seahawks,0,0,1,0
Oday Aboushi,2014,T,Jets,0,0,5,0
Odell Beckham Jr.,2014,WR,Giants,0,4,1,1
Omar Bolden,2014,CB,Broncos,0,1,2,0
Orlando Franklin,2014,G,Broncos,0,0,2,0
Owen Daniels,2014,TE,Ravens,0,1,10,1
Pat Sims,2014,DT,Raiders,0,0,0,1
Patrick DiMarco,2014,RB,Falcons,0,0,1,1
