Player,Season,Position,Team,Out,Probable,Questionable
Zack Bowman,2013,CB,Bears,0,0,1,0
Zak DeOssie,2013,LS,Giants,0,0,1,0
Zaviar Gooden,2013,LB,Browns,0,1,0,0
Zaviar Gooden,2013,LB,Titans,0,2,3,4
Zeke Motta,2013,S,Falcons,0,1,0,4
Ziggy Hood,2013,DE,Steelers,0,0,1,0
Player,Season,Position,Team,Doubtful,Out,Probable,Questionable
A.J. Bouye,2014,CB,Texans,0,1,3,1
A.J. Edds,2014,LB,Jets,0,1,1,0
A.J. Green,2014,WR,Bengals,3,0,5,2
A.J. Jenkins,2014,WR,Chiefs,0,2,1,0
A.J. Klein,2014,LB,Panthers,0,0,1,4
A.Q. Shipley,2014,C,Colts,1,0,1,0
AJ McCarron,2014,QB,Bengals,0,0,0,1
Aaron Colvin,2014,CB,Jaguars,0,0,1,0
Aaron Dobson,2014,WR,Patriots,0,0,0,0
Aaron Donald,2014,DT,Rams,0,0,0,1
Aaron Rodgers,2014,QB,Packers,0,0,4,0
Aaron Williams,2014,S,Bills,0,0,3,2
Abry Jones,2014,DT,Jaguars,0,0,1,0
Adam Jones,2014,CB,Bengals,0,0,1,2
Adam Snyder,2014,G,Giants,0,1,1,0
Adrian Clayborn,2014,DE,Buccaneers,0,1,0,0
Adrian Peterson,2014,RB,Vikings,0,0,0,0
Ahmad Bradshaw,2014,RB,Colts,0,0,2,0
Ahmad Brooks,2014,LB,Niners,0,0,0,2
Ahmad Dixon,2014,S,Bears,0,2,1,0
Ahtyba Rubin,2014,DT,Browns,0,1,3,3
Akeem Ayers,2014,LB,Patriots,0,0,1,0
Akeem Dent,2014,LB,Texans,0,0,8,1
Akeem Jordan,2014,LB,Redskins,0,5,1,1
Akeem Spence,2014,DT,Buccaneers,0,0,0,1
Akiem Hicks,2014,DE,Saints,0,0,1,1
Al Louis-Jean,2014,CB,Bears,0,0,0,1
Alameda Ta'amu,2014,DT,Cardinals,0,0,0,1
Alan Ball,2014,CB,Jaguars,0,1,3,1
Alan Branch,2014,DT,Patriots,0,0,0,0
Albert McClellan,2014,LB,Ravens,0,0,0,1
Albert Wilson,2014,WR,Chiefs,0,0,2,0
Alec Ogletree,2014,LB,Rams,0,0,1,0
Alex Boone,2014,G,Niners,0,0,0,0
Alex Carrington,2014,DT,Rams,0,1,2,3
Alex Mack,2014,C,Browns,0,0,0,0
Alex Okafor,2014,LB,Cardinals,0,3,2,0
Alex Smith,2014,QB,Chiefs,0,1,1,0
Alex Smith,2014,TE,Bengals,0,1,0,0
Alfonzo Dennard,2014,CB,Patriots,0,1,1,2
Alfred Blue,2014,RB,Texans,0,0,2,0
Alfred Morris,2014,RB,Redskins,0,0,2,0
Allen Bailey,2014,DE,Chiefs,0,2,1,0
Allen Hurns,2014,WR,Jaguars,0,0,4,0
Allen Robinson,2014,WR,Jaguars,0,0,1,0
Alshon Jeffery,2014,WR,Bears,0,0,1,3
Alterraun Verner,2014,CB,Buccaneers,1,0,0,2
Alvin Bailey,2014,T,Seahawks,1,1,1,0
Amini Silatolu,2014,G,Panthers,3,4,0,1
Andre Branch,2014,DE,Jaguars,0,7,4,0
Andre Caldwell,2014,WR,Broncos,0,0,1,0
Andre Ellington,2014,RB,Cardinals,0,1,10,2
Andre Holmes,2014,WR,Raiders,0,0,1,0
Andre Johnson,2014,WR,Texans,0,0,11,3
Andre Smith,2014,T,Bengals,2,0,6,0
Andre Williams,2014,RB,Giants,0,0,0,1
Andrew Gachkar,2014,LB,Chargers,1,0,1,0
Andrew Hawkins,2014,WR,Browns,0,0,2,2
Andrew Jackson,2014,LB,Colts,0,0,1,0
Andrew Norwell,2014,G,Panthers,0,0,1,0
Andrew Sendejo,2014,S,Vikings,0,0,2,0
Andrew Whitworth,2014,T,Bengals,0,0,1,0
Andy Dalton,2014,QB,Bengals,0,0,0,0
Andy Lee,2014,P,Niners,0,0,3,0
Andy Mulumba,2014,LB,Packers,0,1,0,0
Andy Studebaker,2014,LB,Colts,0,2,2,1
Anthony Barr,2014,LB,Vikings,1,3,2,0
Anthony Collins,2014,T,Buccaneers,2,0,2,2
Anthony Davis,2014,T,Niners,0,5,0,7
Anthony Denham,2014,TE,Texans,0,0,1,0
Anthony Dixon,2014,RB,Bills,0,0,1,1
Anthony Fasano,2014,TE,Chiefs,0,0,6,2
Anthony Hitchens,2014,LB,Cowboys,0,0,1,2
Anthony Johnson,2014,DT,Dolphins,0,1,2,0
Anthony Levine,2014,CB,Ravens,0,0,1,0
Anthony Levine,2014,S,Ravens,0,0,1,0
Anthony Sherman,2014,RB,Chiefs,0,0,1,0
Anthony Spencer,2014,DE,Cowboys,0,3,6,1
Antoine Bethea,2014,S,Niners,0,0,1,1
Antone Exum,2014,S,Vikings,0,0,2,1
Antone Smith,2014,RB,Falcons,0,0,1,1
Antonio Allen,2014,S,Jets,0,0,3,1
Antonio Brown,2014,WR,Steelers,0,0,1,0
Antonio Cromartie,2014,CB,Cardinals,0,0,0,1
Antonio Gates,2014,TE,Chargers,0,0,3,1
Antonio Smith,2014,DT,Raiders,0,0,0,1
Antrel Rolle,2014,S,Giants,0,0,1,0
Antwan Barnes,2014,LB,Jets,0,0,5,0
Aqib Talib,2014,CB,Broncos,0,0,2,1
Arian Foster,2014,RB,Texans,0,0,10,4
Arthur Brown,2014,LB,Ravens,0,1,0,0
Arthur Jones,2014,DT,Colts,0,6,3,2
Arthur Moats,2014,LB,Steelers,0,0,1,0
Asa Jackson,2014,CB,Ravens,0,0,1,0
Ashlee Palmer,2014,LB,Lions,0,0,2,0
Austin Howard,2014,G,Raiders,0,0,1,0
Austin Johnson,2014,RB,Saints,0,1,0,0
Austin Pasztor,2014,T,Jaguars,0,2,4,0
Austin Pettis,2014,WR,Rams,0,0,1,0
Austin Seferian-Jenkins,2014,TE,Buccaneers,0,2,1,5
Bacarri Rambo,2014,S,Bills,0,1,1,0
Barkevious Mingo,2014,LB,Browns,0,0,10,2
Barrett Jones,2014,C,Rams,0,4,1,1
Barry Church,2014,S,Cowboys,0,0,1,0
Barry Cofield,2014,DT,Redskins,0,0,2,0
Bashaud Breeland,2014,CB,Redskins,0,0,2,1
Beau Allen,2014,DT,Eagles,0,0,2,0
Ben Garland,2014,G,Broncos,1,1,1,0
Ben Grubbs,2014,G,Saints,0,0,1,0
Ben Jones,2014,G,Texans,0,0,3,1
Ben Roethlisberger,2014,QB,Steelers,0,0,7,0
Ben Tate,2014,RB,Browns,0,2,3,0
Bene' Benwikere,2014,CB,Panthers,1,4,1,1
Benjamin Watson,2014,TE,Saints,0,0,1,1
Bennie Logan,2014,DT,Eagles,0,0,1,0
Benny Cunningham,2014,RB,Rams,0,0,1,0
Benson Mayowa,2014,DE,Raiders,0,0,1,0
Bernard Pierce,2014,RB,Ravens,0,0,4,1
Bernard Pollard,2014,S,Titans,0,0,0,0
Bilal Powell,2014,RB,Jets,0,0,2,0
Billy Cundiff,2014,K,Browns,0,0,0,1
Billy Turner,2014,G,Dolphins,2,0,1,1
Billy Winn,2014,DE,Browns,0,2,2,2
Bjoern Werner,2014,LB,Colts,0,1,2,0
Blake Bortles,2014,QB,Jaguars,0,0,6,1
Blidi Wreh-Wilson,2014,CB,Titans,0,0,2,4
Bobby Massie,2014,T,Cardinals,0,0,1,0
Bobby Rainey,2014,RB,Buccaneers,0,0,1,3
Bobby Wagner,2014,LB,Seahawks,0,5,1,0
Brad Jones,2014,LB,Packers,0,2,2,1
Brad Smith,2014,WR,Eagles,0,2,6,1
Bradley Fletcher,2014,CB,Eagles,0,0,1,1
Bradley McDougald,2014,S,Buccaneers,0,1,1,1
Branden Albert,2014,T,Dolphins,0,0,5,0
Brandon Bair,2014,DE,Eagles,0,0,6,0
Brandon Bostick,2014,TE,Packers,0,3,2,0
Brandon Boykin,2014,CB,Eagles,0,0,4,1
Brandon Brooks,2014,G,Texans,0,0,3,0
Brandon Browner,2014,CB,Patriots,0,0,3,3
Brandon Carr,2014,CB,Cowboys,0,0,1,0
Brandon Flowers,2014,CB,Chargers,0,1,3,2
Brandon Gibson,2014,WR,Dolphins,1,0,2,0
Brandon LaFell,2014,WR,Patriots,0,0,2,5
Brandon Linder,2014,G,Jaguars,0,1,1,0
Brandon Lloyd,2014,WR,Niners,0,0,4,1
Brandon Magee,2014,LB,Buccaneers,0,2,0,1
Brandon Marshall,2014,LB,Broncos,0,2,1,1
Brandon Marshall,2014,WR,Bears,0,0,4,3
Brandon McGee,2014,CB,Rams,0,4,0,1
Brandon McManus,2014,K,Broncos,0,0,7,0
Brandon Mebane,2014,DT,Seahawks,0,0,1,0
Brandon Meriweather,2014,S,Redskins,1,1,0,0
Brandon Mosley,2014,G,Giants,0,0,1,0
Brandon Myers,2014,TE,Buccaneers,0,0,1,2
Brandon Pettigrew,2014,TE,Lions,1,0,3,1
Brandon Spikes,2014,LB,Bills,0,0,3,1
Brandon Tate,2014,WR,Bengals,0,0,1,0
Brandon Thompson,2014,DT,Bengals,3,1,0,2
Brandon Watts,2014,LB,Vikings,0,3,2,1
Brandon Weeden,2014,QB,Cowboys,0,0,0,0
Brandon Williams,2014,TE,Panthers,0,0,0,1
Breno Giacomini,2014,T,Jets,0,0,4,0
Brent Celek,2014,TE,Eagles,0,0,3,0
Brent Grimes,2014,CB,Dolphins,0,0,1,0
Brett Brackett,2014,TE,Titans,0,0,0,0
Brett Keisel,2014,DE,Steelers,0,0,11,0
Brian Cushing,2014,LB,Texans,0,0,12,2
Brian De La Puente,2014,C,Bears,0,1,1,0
Brian Hartline,2014,WR,Dolphins,0,0,2,0
Brian Hoyer,2014,QB,Browns,1,0,1,0
Brian Leonhardt,2014,TE,Raiders,0,3,1,0
Brian Orakpo,2014,LB,Redskins,0,0,4,3
Brian Robison,2014,DE,Vikings,0,0,2,0
Brian Winters,2014,T,Jets,0,0,0,0
Brice McCain,2014,CB,Steelers,0,1,2,0
Britton Colquitt,2014,P,Broncos,0,0,1,0
Brock Coyle,2014,LB,Seahawks,1,0,1,0
Brock Vereen,2014,S,Bears,0,0,1,0
Brodrick Bunkley,2014,DT,Saints,0,0,0,1
Brooks Reed,2014,LB,Texans,0,0,3,1
Bruce Carter,2014,LB,Cowboys,0,3,5,0
Bruce Ellington,2014,WR,Niners,0,0,1,4
Bruce Gaston,2014,DT,Dolphins,0,0,1,0
Bruce Gaston,2014,DT,Packers,0,0,1,0
Bruce Irvin,2014,LB,Seahawks,0,0,2,1
Bruce Miller,2014,RB,Niners,0,0,1,0
Bryan Anger,2014,P,Jaguars,0,0,1,0
Bryan Bulaga,2014,T,Packers,0,0,1,3
Bryan Stork,2014,C,Patriots,0,1,0,4
Bryan Walters,2014,WR,Seahawks,0,1,1,0
Buster Skrine,2014,CB,Browns,0,0,5,0
Byron Bell,2014,T,Panthers,0,1,3,0
Byron Maxwell,2014,CB,Seahawks,0,3,3,1
Byron Stingily,2014,T,Titans,0,0,0,3
C.J. Anderson,2014,RB,Broncos,0,0,4,0
C.J. Fiedorowicz,2014,TE,Texans,0,1,2,0
C.J. Mosley,2014,DT,Lions,0,0,1,0
C.J. Mosley,2014,LB,Ravens,0,0,1,0
C.J. Spiller,2014,RB,Bills,0,0,1,0
C.J. Spillman,2014,S,Cowboys,0,0,1,1
C.J. Wilson,2014,DE,Raiders,0,0,0,1
Calais Campbell,2014,DE,Cardinals,0,2,4,1
Caleb Sturgis,2014,K,Dolphins,0,0,0,0
Calvin Johnson,2014,WR,Lions,1,0,9,4
Calvin Pryor,2014,S,Jets,0,0,2,0
Cam Newton,2014,QB,Panthers,0,1,2,1
Cameron Fleming,2014,T,Patriots,0,4,0,8
Cameron Heyward,2014,DE,Steelers,0,0,3,0
Cameron Lawrence,2014,LB,Cowboys,0,0,1,1
Captain Munnerlyn,2014,CB,Vikings,0,0,2,0
Caraun Reid,2014,DT,Lions,0,0,1,0
Carlos Dunlap,2014,DE,Bengals,0,0,4,0
Carlos Hyde,2014,RB,Niners,0,2,2,0
Carlos Rogers,2014,CB,Raiders,1,4,0,2
Carrington Byndom,2014,CB,Panthers,0,0,1,1
Carson Palmer,2014,QB,Cardinals,0,1,1,3
Cary Williams,2014,CB,Eagles,0,0,1,0
Casey Hayward,2014,CB,Packers,0,0,0,1
Casey Matthews,2014,LB,Eagles,0,0,0,0
Cassius Marsh,2014,DE,Seahawks,0,1,0,0
Cassius Vaughn,2014,CB,Lions,1,2,1,0
Cecil Shorts,2014,WR,Jaguars,1,1,6,1
Cedric Peerman,2014,RB,Bengals,0,0,3,1
Cedric Thornton,2014,DE,Eagles,0,0,1,0
Chad Greenway,2014,LB,Vikings,1,2,1,3
Chance Warmack,2014,G,Titans,0,0,1,0
Chandler Jones,2014,DE,Patriots,0,4,2,6
Charles Brown,2014,T,Giants,0,0,2,2
Charles Clay,2014,TE,Dolphins,2,0,9,4
Charles Godfrey,2014,CB,Panthers,0,0,1,0
Charles Johnson,2014,DE,Panthers,0,0,3,3
Charles Sims,2014,RB,Buccaneers,0,0,1,2
Charles Tillman,2014,CB,Bears,0,0,0,0
Charlie Johnson,2014,G,Vikings,0,2,2,0
Charlie Whitehurst,2014,QB,Titans,0,0,3,0
Chase Blackburn,2014,LB,Panthers,1,1,0,0
Chase Ford,2014,TE,Vikings,0,0,6,1
Chase Minnifield,2014,CB,Redskins,0,1,0,0
Chase Reynolds,2014,RB,Rams,0,0,1,1
Chimdi Chekwa,2014,CB,Raiders,0,5,3,2
Chris Baker,2014,DE,Redskins,0,1,3,5
Chris Borland,2014,LB,Niners,0,1,2,0
Chris Canty,2014,DE,Ravens,1,3,1,4
Chris Carter,2014,LB,Bengals,0,0,1,0
Chris Clark,2014,T,Broncos,0,0,2,0
Chris Clemons,2014,DE,Jaguars,0,0,8,0
Chris Conte,2014,S,Bears,1,3,5,2
Chris Cook,2014,CB,Niners,0,0,2,0
Chris Culliver,2014,CB,Niners,0,0,5,3
Chris Davis,2014,CB,Chargers,0,2,1,0
Chris Gragg,2014,TE,Bills,0,3,0,1
Chris Hairston,2014,T,Bills,0,0,0,0
Chris Harris,2014,CB,Broncos,0,0,7,0
Chris Hogan,2014,WR,Bills,0,0,3,0
Chris Ivory,2014,RB,Jets,0,0,3,0
Chris Johnson,2014,RB,Jets,0,0,14,0
Chris Jones,2014,DT,Patriots,0,1,2,1
Chris Lewis-Harris,2014,CB,Bengals,0,0,0,1
Chris Long,2014,DE,Rams,0,0,3,1
Chris Maragos,2014,S,Eagles,0,0,3,0
Chris Matthews,2014,WR,Seahawks,0,0,0,1
Chris McCain,2014,LB,Dolphins,1,1,5,1
Chris Myers,2014,C,Texans,0,0,4,0
Chris Ogbonnaya,2014,RB,Panthers,0,0,0,1
Chris Owens,2014,CB,Chiefs,0,4,3,3
Chris Polk,2014,RB,Eagles,0,1,5,1
Chris Scott,2014,G,Panthers,0,0,1,0
Chris Watt,2014,G,Chargers,0,0,0,2
Chris White,2014,LB,Patriots,1,0,0,4
Chris Williams,2014,G,Bills,1,2,1,0
Chris Williams,2014,WR,Bears,0,3,1,0
Christian Yount,2014,LS,Browns,0,0,1,0
Christine Michael,2014,RB,Seahawks,0,2,1,0
Christo Bilukidi,2014,DT,Ravens,0,1,0,0
Chykie Brown,2014,CB,Ravens,0,0,1,0
Clark Harris,2014,LS,Bengals,0,0,0,0
Clay Harbor,2014,TE,Jaguars,0,2,3,1
Clay Matthews,2014,LB,Packers,0,0,5,0
Clint Boling,2014,G,Bengals,0,0,1,0
Clinton McDonald,2014,DT,Buccaneers,0,0,0,4
Cody Davis,2014,S,Rams,0,0,1,1
Cody Latimer,2014,WR,Broncos,0,2,1,0
Cody Parkey,2014,K,Eagles,0,0,4,0
Cody Wallace,2014,C,Steelers,0,0,1,1
Colin Cole,2014,DT,Panthers,0,0,4,0
Colin Kaepernick,2014,QB,Niners,0,0,1,0
Colt Anderson,2014,S,Colts,0,0,1,2
Colt McCoy,2014,QB,Redskins,0,0,0,1
Connor Barwin,2014,LB,Eagles,0,0,1,0
Cooper Helfet,2014,TE,Seahawks,2,2,4,2
Cordarrelle Patterson,2014,WR,Vikings,0,0,4,1
Cordarro Law,2014,LB,Chargers,0,0,1,2
Cordy Glenn,2014,T,Bills,0,0,0,0
Corey Brown,2014,WR,Panthers,0,2,4,1
Corey Hilliard,2014,T,Lions,0,0,0,0
Corey Liuget,2014,DE,Chargers,0,0,3,0
Corey Liuget,2014,DT,Chargers,0,0,2,3
Corey Nelson,2014,LB,Broncos,0,0,1,0
Corey Peters,2014,DT,Falcons,0,0,1,0
Corey White,2014,CB,Saints,0,0,1,0
Corey Wootton,2014,DE,Vikings,0,1,1,0
Cornelius Washington,2014,DE,Bears,1,0,1,1
Cortez Allen,2014,CB,Steelers,0,1,2,0
Cortland Finnegan,2014,CB,Dolphins,3,1,6,2
Cory Harkey,2014,TE,Rams,0,0,3,2
Cory Redding,2014,DE,Colts,0,0,3,0
Coty Sensabaugh,2014,CB,Titans,2,0,1,1
Courtney Upshaw,2014,LB,Ravens,0,0,1,0
Craig Loston,2014,S,Jaguars,0,0,1,0
Craig Stevens,2014,TE,Titans,0,2,0,0
Crezdon Butler,2014,CB,Buccaneers,0,0,1,0
Crockett Gillmore,2014,TE,Ravens,0,0,0,2
Cullen Jenkins,2014,DT,Giants,0,4,2,1
Cullen Loeffler,2014,LS,Vikings,0,0,1,0
Curtis Lofton,2014,LB,Saints,0,0,6,1
Cyril Richardson,2014,G,Bills,0,0,1,0
Cyrus Gray,2014,RB,Chiefs,0,0,4,1
D'Qwell Jackson,2014,LB,Colts,0,0,4,0
D.J. Fluker,2014,T,Chargers,0,0,3,2
D.J. Hayden,2014,CB,Raiders,0,0,1,1
D.J. Swearinger,2014,S,Texans,0,0,4,1
D.J. Williams,2014,LB,Bears,0,0,3,0
Da'Norris Searcy,2014,S,Bills,0,1,3,1
Da'Quan Bowers,2014,DE,Buccaneers,0,1,0,1
Da'Quan Bowers,2014,DT,Buccaneers,0,0,2,0
Daimion Stafford,2014,S,Titans,0,0,1,2
Dallas Thomas,2014,G,Dolphins,1,0,3,1
Dalton Freeman,2014,C,Jets,0,0,1,0
Damaris Johnson,2014,WR,Texans,0,0,2,0
Damian Williams,2014,WR,Dolphins,0,0,0,0
Damian Williams,2014,WR,Rams,1,1,0,0
Damien Williams,2014,RB,Dolphins,0,0,0,1
Damon Harrison,2014,DT,Jets,0,0,3,1
Damontre Moore,2014,DE,Giants,0,0,1,0
Dan Carpenter,2014,K,Bills,0,0,6,0
Dan Connolly,2014,G,Patriots,0,0,2,7
Dan Skuta,2014,LB,Niners,0,0,0,3
Dan Williams,2014,DT,Cardinals,0,0,2,2
Dane Sanzenbacher,2014,WR,Bengals,0,1,0,0
Danieal Manning,2014,S,Texans,0,0,1,1
Daniel Fells,2014,TE,Giants,0,0,1,0
Daniel Thomas,2014,RB,Dolphins,1,0,1,0
Danny Aiken,2014,LS,Patriots,0,0,0,4
Danny McCray,2014,S,Bears,0,1,1,0
Danny Trevathan,2014,LB,Broncos,0,2,1,1
Daren Bates,2014,LB,Rams,2,0,1,0
Darius Butler,2014,CB,Colts,0,2,4,1
Darius Slay,2014,CB,Lions,0,0,1,0
Darqueze Dennard,2014,CB,Bengals,1,0,3,1
Darrel Young,2014,RB,Redskins,0,0,3,0
Darrell Stuckey,2014,S,Chargers,0,0,0,1
Darrelle Revis,2014,CB,Patriots,0,0,1,0
Darren Sproles,2014,RB,Eagles,0,0,1,1
Darrin Reaves,2014,RB,Panthers,0,0,1,1
Darrin Walls,2014,CB,Jets,1,1,3,2
Darrion Weems,2014,T,Cowboys,0,2,0,0
Darrius Heyward-Bey,2014,WR,Steelers,0,0,2,0
Darryl Morris,2014,CB,Texans,0,4,3,1
Darryl Sharpton,2014,LB,Bears,0,5,0,0
Darryl Tapp,2014,DE,Lions,0,0,1,0
Daryl Smith,2014,LB,Ravens,0,0,9,0
Daryn Colledge,2014,G,Dolphins,2,0,1,2
Dashon Goldson,2014,S,Buccaneers,0,2,1,3
Datone Jones,2014,DE,Packers,0,2,1,2
Davante Adams,2014,WR,Packers,0,0,1,0
Dave Zastudil,2014,P,Cardinals,0,1,1,2
David Amerson,2014,CB,Redskins,0,0,0,1
David Ausberry,2014,TE,Raiders,0,5,1,0
David Bakhtiari,2014,T,Packers,0,0,1,0
David Bass,2014,DE,Bears,0,0,1,0
David Bruton,2014,S,Broncos,0,0,8,2
David Fales,2014,QB,Bears,0,2,0,0
David Harris,2014,LB,Jets,0,0,6,1
David Hawthorne,2014,LB,Saints,0,3,3,1
David Johnson,2014,TE,Chargers,0,0,1,2
David Nelson,2014,WR,Jets,0,0,2,2
Davin Joseph,2014,G,Rams,0,0,4,0
Davon Coleman,2014,DT,Cowboys,0,1,0,1
Davon House,2014,CB,Packers,0,3,2,0
Dawan Landry,2014,S,Jets,0,0,0,1
De'Anthony Thomas,2014,RB,Chiefs,1,2,1,1
DeAndre Hopkins,2014,WR,Texans,0,0,3,1
DeAngelo Tyson,2014,DE,Ravens,0,0,1,0
DeAngelo Williams,2014,RB,Panthers,2,4,5,3
DeMarco Murray,2014,RB,Cowboys,0,0,4,1
DeMarcus Ware,2014,DE,Broncos,0,0,1,0
DeMeco Ryans,2014,LB,Eagles,0,0,2,1
DeSean Jackson,2014,WR,Redskins,0,0,1,4
DeShawn Shead,2014,S,Seahawks,0,0,1,0
DeVier Posey,2014,WR,Texans,0,1,1,0
Dee Ford,2014,LB,Chiefs,0,0,1,0
Dee Milliner,2014,CB,Jets,2,1,3,0
Dekoda Watson,2014,LB,Cowboys,0,5,1,0
Dekoda Watson,2014,LB,Jaguars,0,0,2,1
Delanie Walker,2014,TE,Titans,0,0,3,3
Demar Dotson,2014,T,Buccaneers,0,0,3,0
Demarcus Dobbs,2014,DE,Seahawks,2,2,1,1
Demarcus Lawrence,2014,DE,Cowboys,0,0,1,1
Demario Davis,2014,LB,Jets,0,0,1,0
Demaryius Thomas,2014,WR,Broncos,0,0,5,0
Demetri Goodson,2014,CB,Packers,0,1,1,0
Demetrius McCray,2014,CB,Jaguars,0,0,1,0
Demontre Hurst,2014,CB,Bears,0,0,0,1
Denard Robinson,2014,RB,Jaguars,0,1,0,0
Denarius Moore,2014,WR,Raiders,0,3,0,0
Deone Bucannon,2014,S,Cardinals,0,0,1,1
Derek Anderson,2014,QB,Panthers,0,0,1,0
Derek Carr,2014,QB,Raiders,0,0,3,1
Derek Carrier,2014,TE,Niners,0,1,0,0
Derek Newton,2014,T,Texans,0,0,4,0
Derek Wolfe,2014,DE,Broncos,0,0,1,0
Derrick Coleman,2014,RB,Seahawks,0,1,0,0
Derrick Morgan,2014,LB,Titans,0,0,0,1
Derrick Shelby,2014,DE,Dolphins,0,0,1,1
Desmond Bishop,2014,LB,Cardinals,0,1,0,1
Desmond Bryant,2014,DE,Browns,0,0,9,3
Desmond Bryant,2014,DT,Browns,1,0,0,0
Devin Hester,2014,WR,Falcons,0,0,4,2
Devin McCourty,2014,S,Patriots,0,0,3,0
Devin Taylor,2014,DE,Lions,0,0,2,0
Devon Kennard,2014,LB,Giants,0,4,0,1
Dexter McCluster,2014,RB,Titans,0,1,2,1
Dez Bryant,2014,WR,Cowboys,0,0,5,1
Dezmen Southward,2014,S,Falcons,0,0,1,0
Dion Jordan,2014,DE,Dolphins,0,0,2,0
Dion Sims,2014,TE,Dolphins,0,2,3,1
Domata Peko Sr.,2014,DT,Bengals,0,0,1,1
Dominique Easley,2014,DE,Patriots,0,1,0,9
Dominique Rodgers-Cromartie,2014,CB,Giants,0,0,5,2
Don Carey,2014,S,Lions,1,2,3,0
Don Jones,2014,S,Dolphins,0,0,1,1
Don Jones,2014,S,Patriots,0,0,1,1
Don Muhlbach,2014,LS,Lions,0,0,1,0
Donald Brown,2014,RB,Chargers,0,3,1,0
Donald Butler,2014,LB,Chargers,0,0,2,1
Donald Stephenson,2014,T,Chiefs,0,0,1,0
Donnie Avery,2014,WR,Chiefs,0,7,3,0
Dont'a Hightower,2014,DT,Patriots,0,0,0,1
Dont'a Hightower,2014,LB,Patriots,0,0,3,6
Donte Whitner,2014,S,Browns,0,0,0,0
Doug Baldwin,2014,WR,Seahawks,0,0,1,0
Doug Free,2014,T,Cowboys,4,3,4,0
Doug Martin,2014,RB,Buccaneers,2,1,1,3
Dre Kirkpatrick,2014,CB,Bengals,0,0,2,0
Drew Stanton,2014,QB,Cardinals,1,2,2,1
Dri Archer,2014,RB,Steelers,1,1,1,0
Duane Brown,2014,T,Texans,0,0,1,0
Duke Ihenacho,2014,S,Redskins,0,0,0,1
Duke Williams,2014,S,Bills,0,0,1,0
Dustin Colquitt,2014,P,Chiefs,0,0,2,0
Dwan Edwards,2014,DT,Panthers,0,0,5,0
Dwayne Allen,2014,TE,Colts,0,3,2,0
Dwayne Bowe,2014,WR,Chiefs,0,0,1,2
Dwayne Gratz,2014,CB,Jaguars,0,1,3,1
Dwight Freeney,2014,LB,Chargers,0,0,3,2
E.J. Biggers,2014,CB,Redskins,0,0,0,2
E.J. Gaines,2014,CB,Rams,1,0,2,0
EJ Manuel,2014,QB,Bills,0,0,1,0
Earl Mitchell,2014,DT,Dolphins,0,0,1,1
Earl Thomas,2014,S,Seahawks,0,0,1,0
Earl Wolff,2014,S,Eagles,0,0,2,1
Eben Britton,2014,T,Bears,0,2,1,1
Ed Dickson,2014,TE,Panthers,0,0,0,1
Ed Stinson,2014,DT,Cardinals,0,4,0,2
Eddie Lacy,2014,RB,Packers,0,0,4,0
Eddie Pleasant,2014,S,Texans,0,2,1,0
Eddie Royal,2014,WR,Chargers,0,0,2,0
Edwin Baker,2014,RB,Saints,0,1,0,0
Ego Ferguson,2014,DT,Bears,0,0,2,0
Elbert Mack,2014,CB,Texans,0,0,1,0
Eli Manning,2014,QB,Giants,0,0,1,0
Emmanuel Acho,2014,LB,Eagles,0,0,3,1
Emmanuel Lamur,2014,LB,Bengals,2,0,2,1
Emmanuel Sanders,2014,WR,Broncos,0,0,2,2
Eric Berry,2014,S,Chiefs,0,4,4,1
Eric Decker,2014,WR,Jets,0,0,4,4
Eric Ebron,2014,TE,Lions,2,1,1,0
Eric Kush,2014,C,Chiefs,0,0,2,1
Eric Martin,2014,LB,Browns,0,0,1,0
Eric Reid,2014,S,Niners,0,1,2,1
Erik Lorig,2014,RB,Saints,0,5,1,0
Erik Walden,2014,LB,Colts,0,1,10,1
Ethan Westbrooks,2014,DE,Rams,0,0,1,1
Eugene Monroe,2014,T,Ravens,3,3,2,1
Eugene Sims,2014,DE,Rams,0,0,2,1
Evan Mathis,2014,G,Eagles,0,0,1,0
Evan Smith,2014,C,Buccaneers,0,0,3,2
Everson Griffen,2014,DE,Vikings,0,0,2,1
Ezekiel Ansah,2014,DE,Lions,0,0,6,1
Fernando Velasco,2014,G,Panthers,0,0,1,0
Fitzgerald Toussaint,2014,RB,Ravens,0,0,0,1
Fletcher Cox,2014,DE,Eagles,0,0,2,0
Fozzy Whittaker,2014,RB,Panthers,3,2,1,0
Frank Gore,2014,RB,Niners,0,0,5,1
Frank Kearse,2014,DE,Redskins,0,0,1,1
Frank Summers,2014,RB,Bills,0,0,1,0
Frank Zombo,2014,LB,Chiefs,0,0,2,0
Frankie Hammond,2014,WR,Chiefs,0,0,1,0
Fred Jackson,2014,RB,Bills,0,1,0,4
Frostee Rucker,2014,DT,Cardinals,0,1,4,2
Gabe Jackson,2014,G,Raiders,0,2,0,2
Gabe Miller,2014,LB,Redskins,0,1,0,1
Garrett Graham,2014,TE,Texans,0,4,2,1
Garrett Hartley,2014,K,Browns,0,0,0,0
Garrison Sanborn,2014,LS,Bills,0,0,1,0
Garry Williams,2014,T,Panthers,1,0,1,1
Gary Barnidge,2014,TE,Browns,0,2,0,2
Gavin Escobar,2014,TE,Cowboys,0,0,1,1
